Created with UCDetector 2.0.0	2025-07-17 13:00:59	http://www.ucdetector.org/	Created by class: org.ucdetector.report.TextReport	
ca.spottedleaf.starlight.StarlightEngine.chunkSectionIndexOffset(StarlightEngine.java:85)	Field "StarlightEngine.chunkSectionIndexOffset" is never read	StarlightEngine.chunkSectionIndexOffset	org.ucdetector.analyzeMarkerReference	
ca.spottedleaf.starlight.StarlightEngine.skylightPropagator(StarlightEngine.java:87)	Change visibility of Field "StarlightEngine.skylightPropagator" to private	StarlightEngine.skylightPropagator	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.emittedLightMask(StarlightEngine.java:88)	Change visibility of Field "StarlightEngine.emittedLightMask" to private	StarlightEngine.emittedLightMask	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.isClientSide(StarlightEngine.java:89)	Change visibility of Field "StarlightEngine.isClientSide" to private	StarlightEngine.isClientSide	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.isClientSide(StarlightEngine.java:89)	Field "StarlightEngine.isClientSide" is never read	StarlightEngine.isClientSide	org.ucdetector.analyzeMarkerReference	
ca.spottedleaf.starlight.StarlightEngine.world(StarlightEngine.java:91)	Change visibility of Field "StarlightEngine.world" to private	StarlightEngine.world	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.FLAG_WRITE_LEVEL(StarlightEngine.java:218)	Change visibility of Constant "StarlightEngine.FLAG_WRITE_LEVEL" to private	StarlightEngine.FLAG_WRITE_LEVEL	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.FLAG_RECHECK_LEVEL(StarlightEngine.java:221)	Change visibility of Constant "StarlightEngine.FLAG_RECHECK_LEVEL" to private	StarlightEngine.FLAG_RECHECK_LEVEL	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.FLAG_HAS_SIDED_TRANSPARENT_BLOCKS(StarlightEngine.java:223)	Change visibility of Constant "StarlightEngine.FLAG_HAS_SIDED_TRANSPARENT_BLOCKS" to private	StarlightEngine.FLAG_HAS_SIDED_TRANSPARENT_BLOCKS	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.increaseQueue(StarlightEngine.java:225)	Change visibility of Field "StarlightEngine.increaseQueue" to private	StarlightEngine.increaseQueue	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.increaseQueueInitialLength(StarlightEngine.java:226)	Change visibility of Field "StarlightEngine.increaseQueueInitialLength" to private	StarlightEngine.increaseQueueInitialLength	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.decreaseQueue(StarlightEngine.java:227)	Change visibility of Field "StarlightEngine.decreaseQueue" to private	StarlightEngine.decreaseQueue	org.ucdetector.analyzeMarkerVisibilityPrivate	
ca.spottedleaf.starlight.StarlightEngine.decreaseQueueInitialLength(StarlightEngine.java:228)	Change visibility of Field "StarlightEngine.decreaseQueueInitialLength" to private	StarlightEngine.decreaseQueueInitialLength	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.misc.moreresources.MoreResourcesInstaller.getFileFromResource(MoreResourcesInstaller.java:26)	Method "MoreResourcesInstaller.getFileFromResource(String)" has 0 references	MoreResourcesInstaller.getFileFromResource(String)	org.ucdetector.analyzeMarkerReference	
com.misc.moreresources.MoreResourcesInstaller.getURLfromResource(MoreResourcesInstaller.java:42)	Method "MoreResourcesInstaller.getURLfromResource(String)" has 0 references	MoreResourcesInstaller.getURLfromResource(String)	org.ucdetector.analyzeMarkerReference	
com.misc.moreresources.MoreResourcesInstaller.mc(MoreResourcesInstaller.java:9)	Change visibility of Field "MoreResourcesInstaller.mc" to private	MoreResourcesInstaller.mc	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.misc.moreresources.MoreResourcesInstaller.mc(MoreResourcesInstaller.java:9)	Field "MoreResourcesInstaller.mc" is never read	MoreResourcesInstaller.mc	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.Feature.<init>(Feature.java:10)	Change visibility of Class "Feature" to default - May cause compile errors!	Feature	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.Feature(Feature.java:30)	Change visibility of Constructor "Feature.Feature(World,int,int,FeatureProvider)" to default	Feature.Feature(World,int,int,FeatureProvider)	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.shouldFeatureSpawn(Feature.java:68)	Change visibility of Method "Feature.shouldFeatureSpawn(IChunkProvider,World,Random,BiomeGenBase,*,*)" to default	Feature.shouldFeatureSpawn(IChunkProvider,World,Random,BiomeGenBase,*,*)	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.MAXCHANCE(Feature.java:15)	Change visibility of Constant "Feature.MAXCHANCE" to private	Feature.MAXCHANCE	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.Feature.world(Feature.java:17)	Change visibility of Field "Feature.world" to default	Feature.world	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.originChunkX(Feature.java:18)	Change visibility of Field "Feature.originChunkX" to default	Feature.originChunkX	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.originChunkZ(Feature.java:18)	Change visibility of Field "Feature.originChunkZ" to default	Feature.originChunkZ	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.centerX(Feature.java:19)	Change visibility of Field "Feature.centerX" to default	Feature.centerX	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.centerZ(Feature.java:19)	Change visibility of Field "Feature.centerZ" to default	Feature.centerZ	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.featureAABB(Feature.java:20)	Change visibility of Field "Feature.featureAABB" to default	Feature.featureAABB	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.Feature.featureProvider(Feature.java:25)	Change visibility of Field "Feature.featureProvider" to private	Feature.featureProvider	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.Feature.featureProvider(Feature.java:25)	Field "Feature.featureProvider" is never read	Feature.featureProvider	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.<init>(FeatureDynamicSchematic.java:13)	Change visibility of Class "FeatureDynamicSchematic" to default - May cause compile errors!	FeatureDynamicSchematic	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.FeatureDynamicSchematic(FeatureDynamicSchematic.java:31)	Change visibility of Constructor "FeatureDynamicSchematic.FeatureDynamicSchematic(World,int,int,FeatureProvider)" to default	FeatureDynamicSchematic.FeatureDynamicSchematic(World,int,int,FeatureProvider)	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.getPieceX(FeatureDynamicSchematic.java:50)	Change visibility of Method "FeatureDynamicSchematic.getPieceX(int)" to private	FeatureDynamicSchematic.getPieceX(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.getPieceZ(FeatureDynamicSchematic.java:54)	Change visibility of Method "FeatureDynamicSchematic.getPieceZ(int)" to private	FeatureDynamicSchematic.getPieceZ(int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.addSpecialBlock(FeatureDynamicSchematic.java:58)	Method "FeatureDynamicSchematic.addSpecialBlock(int,int,int,int,int)" has 0 references	FeatureDynamicSchematic.addSpecialBlock(int,int,int,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.drawPieceOnGeneration(FeatureDynamicSchematic.java:62)	Change visibility of Method "FeatureDynamicSchematic.drawPieceOnGeneration(int,int,Chunk)" to default	FeatureDynamicSchematic.drawPieceOnGeneration(int,int,Chunk)	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.drawPieceOnPopulation(FeatureDynamicSchematic.java:93)	Method "FeatureDynamicSchematic.drawPieceOnPopulation(World,Random,int,int)" has 0 references	FeatureDynamicSchematic.drawPieceOnPopulation(World,Random,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.drawSpecialBlocksForChunk(FeatureDynamicSchematic.java:124)	Method "FeatureDynamicSchematic.drawSpecialBlocksForChunk(World,Random,int,int)" has 0 references	FeatureDynamicSchematic.drawSpecialBlocksForChunk(World,Random,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.onSpecialBlockSet(FeatureDynamicSchematic.java:145)	Change visibility of Method "FeatureDynamicSchematic.onSpecialBlockSet(int,int,int,int,int)" to private	FeatureDynamicSchematic.onSpecialBlockSet(int,int,int,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.sphere(FeatureDynamicSchematic.java:151)	Method "FeatureDynamicSchematic.sphere(int,int,int,int,short)" has 0 references	FeatureDynamicSchematic.sphere(int,int,int,int,short)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.fillSchematic(FeatureDynamicSchematic.java:176)	Method "FeatureDynamicSchematic.fillSchematic(short)" has 0 references	FeatureDynamicSchematic.fillSchematic(short)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.schematic(FeatureDynamicSchematic.java:23)	Change visibility of Field "FeatureDynamicSchematic.schematic" to default	FeatureDynamicSchematic.schematic	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.specialBlocks(FeatureDynamicSchematic.java:26)	Change visibility of Field "FeatureDynamicSchematic.specialBlocks" to private	FeatureDynamicSchematic.specialBlocks	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.aabb(FeatureDynamicSchematic.java:29)	Change visibility of Field "FeatureDynamicSchematic.aabb" to private	FeatureDynamicSchematic.aabb	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureDynamicSchematic.aabb(FeatureDynamicSchematic.java:29)	Field "FeatureDynamicSchematic.aabb" is never read	FeatureDynamicSchematic.aabb	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.StructureBlockData.<init>(StructureBlockData.java:3)	Change visibility of Class "StructureBlockData" to default - May cause compile errors!	StructureBlockData	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.StructureBlockData.StructureBlockData(StructureBlockData.java:10)	Change visibility of Constructor "StructureBlockData.StructureBlockData(int,int,int,int,int)" to default	StructureBlockData.StructureBlockData(int,int,int,int,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.StructureBlockData.x(StructureBlockData.java:4)	Change visibility of Field "StructureBlockData.x" to default	StructureBlockData.x	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.StructureBlockData.y(StructureBlockData.java:5)	Change visibility of Field "StructureBlockData.y" to default	StructureBlockData.y	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.StructureBlockData.z(StructureBlockData.java:6)	Change visibility of Field "StructureBlockData.z" to default	StructureBlockData.z	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.StructureBlockData.blockID(StructureBlockData.java:7)	Change visibility of Field "StructureBlockData.blockID" to default	StructureBlockData.blockID	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.StructureBlockData.blockMetadata(StructureBlockData.java:8)	Change visibility of Field "StructureBlockData.blockMetadata" to default	StructureBlockData.blockMetadata	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureDynamicSchematicPiece.<init>(FeatureDynamicSchematicPiece.java:3)	Class "FeatureDynamicSchematicPiece" has 0 references	FeatureDynamicSchematicPiece	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureVolcano.<init>(FeatureVolcano.java:13)	Change visibility of Class "FeatureVolcano" to default - May cause compile errors!	FeatureVolcano	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureVolcano.FeatureVolcano(FeatureVolcano.java:19)	Constructor "FeatureVolcano.FeatureVolcano(World,int,int,FeatureProvider)" has 0 references	FeatureVolcano.FeatureVolcano(World,int,int,FeatureProvider)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureVolcano.<init>(FeatureVolcano.java:265)	Change visibility of ClassMember "FeatureVolcano.SimplePoint" to private - May cause compile errors!	FeatureVolcano.SimplePoint	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureVolcano.SimplePoint(FeatureVolcano.java:269)	Change visibility of Constructor "FeatureVolcano.SimplePoint.SimplePoint(int,int)" to private	FeatureVolcano.SimplePoint.SimplePoint(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureVolcano.distanceSq(FeatureVolcano.java:274)	Change visibility of Method "FeatureVolcano.SimplePoint.distanceSq(int,int)" to private	FeatureVolcano.SimplePoint.distanceSq(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureVolcano.taxyDistanceFrom(FeatureVolcano.java:280)	Method "FeatureVolcano.SimplePoint.taxyDistanceFrom(int,int)" has 0 references	FeatureVolcano.SimplePoint.taxyDistanceFrom(int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureVolcano.x(FeatureVolcano.java:266)	Change visibility of Field "FeatureVolcano.SimplePoint.x" to private	FeatureVolcano.SimplePoint.x	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureVolcano.y(FeatureVolcano.java:267)	Change visibility of Field "FeatureVolcano.SimplePoint.y" to private	FeatureVolcano.SimplePoint.y	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureBuilding.<init>(FeatureBuilding.java:14)	Change visibility of Class "FeatureBuilding" to default - May cause compile errors!	FeatureBuilding	org.ucdetector.analyzeMarkerVisibilityDefault	
com.mojontwins.minecraft.feature.FeatureBuilding.FeatureBuilding(FeatureBuilding.java:30)	Constructor "FeatureBuilding.FeatureBuilding(World,boolean)" has 0 references	FeatureBuilding.FeatureBuilding(World,boolean)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.placeBuilding(FeatureBuilding.java:35)	Method "FeatureBuilding.placeBuilding(int,int,int)" has 0 references	FeatureBuilding.placeBuilding(int,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.clipBuilding(FeatureBuilding.java:45)	Change visibility of Method "FeatureBuilding.clipBuilding(int,int)" to private	FeatureBuilding.clipBuilding(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureBuilding.translateMetadata(FeatureBuilding.java:99)	Change visibility of Method "FeatureBuilding.translateMetadata(int,int)" to private	FeatureBuilding.translateMetadata(int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureBuilding.translateMetadataList(FeatureBuilding.java:153)	Change visibility of Method "FeatureBuilding.translateMetadataList(int[])" to private	FeatureBuilding.translateMetadataList(int[])	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureBuilding.isBlockOpaqueCubeRelative(FeatureBuilding.java:169)	Change visibility of Method "FeatureBuilding.isBlockOpaqueCubeRelative(int,int,int)" to private	FeatureBuilding.isBlockOpaqueCubeRelative(int,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureBuilding.setBlockRelative(FeatureBuilding.java:190)	Change visibility of Method "FeatureBuilding.setBlockRelative(int,int,int,int,int)" to private	FeatureBuilding.setBlockRelative(int,int,int,int,int)	org.ucdetector.analyzeMarkerVisibilityPrivate	
com.mojontwins.minecraft.feature.FeatureBuilding.getBlockRelative(FeatureBuilding.java:210)	Method "FeatureBuilding.getBlockRelative(int,int,int)" has 0 references	FeatureBuilding.getBlockRelative(int,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.setBlockColumnRelative(FeatureBuilding.java:228)	Method "FeatureBuilding.setBlockColumnRelative(int,int,int[])" has 0 references	FeatureBuilding.setBlockColumnRelative(int,int,int[])	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.drawClippedBoxRelative(FeatureBuilding.java:246)	Method "FeatureBuilding.drawClippedBoxRelative(int,int,int,int,int,int,int,int)" has 0 references	FeatureBuilding.drawClippedBoxRelative(int,int,int,int,int,int,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.drawClippedBoxRelativeOnSolid(FeatureBuilding.java:307)	Method "FeatureBuilding.drawClippedBoxRelativeOnSolid(int,int,int,int,int,int,int,int)" has 0 references	FeatureBuilding.drawClippedBoxRelativeOnSolid(int,int,int,int,int,int,int,int)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.drawClippedBoxRelativeWithTwoRandomIds(FeatureBuilding.java:370)	Method "FeatureBuilding.drawClippedBoxRelativeWithTwoRandomIds(int,int,int,int,int,int,int,int,*,*)" has 0 references	FeatureBuilding.drawClippedBoxRelativeWithTwoRandomIds(int,int,int,int,int,int,int,int,*,*)	org.ucdetector.analyzeMarkerReference	
com.mojontwins.minecraft.feature.FeatureBuilding.addChestRelative(FeatureBuilding.java:433)	Method "FeatureBuilding.addChestRelative(int,int,int)" has 0 references	FeatureBuilding.addChestRelative(int,int,int)	org.ucdetector.analyzeMarkerReference	
